mode,k,fixture,snapshot,cell_id,contributors,ordinary,active_spawning,guard,relative_error,ops
distance_band,2,GRASS_EDGE_WEST_01,NON_SPAWN,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",90000.0,0.0,0.0,0.0,6
distance_band,2,GRASS_EDGE_WEST_01,ACTIVE_SPAWNING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,20000.0,0.0,0.0,6
distance_band,2,GRASS_EDGE_WEST_01,GUARDING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,10000.0,0.0,6
distance_band,2,WOOD_LOG_WEST_01,NON_SPAWN,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",134000.0,0.0,0.0,0.20710059171597633,12
distance_band,2,WOOD_LOG_WEST_01,ACTIVE_SPAWNING,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",0.0,36000.0,0.0,0.29411764705882354,12
distance_band,2,WOOD_LOG_WEST_01,GUARDING,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",0.0,0.0,18000.0,0.21739130434782608,12
distance_band,2,WOOD_LOG_EAST_01,NON_SPAWN,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",145000.0,0.0,0.0,0.0880503144654088,12
distance_band,2,WOOD_LOG_EAST_01,ACTIVE_SPAWNING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,40000.0,0.0,0.13043478260869565,12
distance_band,2,WOOD_LOG_EAST_01,GUARDING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,20000.0,0.09090909090909091,12
distance_band,2,DROP_OFF_RIDGE_01,NON_SPAWN,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",111000.0,0.0,0.0,0.28846153846153844,12
distance_band,2,DROP_OFF_RIDGE_01,ACTIVE_SPAWNING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",0.0,44000.0,0.0,0.18518518518518517,12
distance_band,2,DROP_OFF_RIDGE_01,GUARDING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",0.0,0.0,18000.0,0.21739130434782608,12
continuous,4,GRASS_WEST_01,NON_SPAWN,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",141250.0,0.0,0.0,0.0,12
continuous,4,GRASS_WEST_01,ACTIVE_SPAWNING,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",0.0,40000.0,0.0,0.0,12
continuous,4,GRASS_WEST_01,GUARDING,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",0.0,0.0,17500.0,0.0,12
continuous,4,GRASS_EDGE_WEST_01,NON_SPAWN,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}]",90000.0,0.0,0.0,0.0,6
continuous,4,GRASS_EDGE_WEST_01,ACTIVE_SPAWNING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,20000.0,0.0,0.0,6
continuous,4,GRASS_EDGE_WEST_01,GUARDING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,0.0,10000.0,0.0,6
continuous,4,WOOD_LOG_WEST_01,NON_SPAWN,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.5, ""distance_m"": 4.0}]",166250.0,0.0,0.0,0.0,18
continuous,4,WOOD_LOG_WEST_01,ACTIVE_SPAWNING,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.5, ""distance_m"": 4.0}]",0.0,50000.0,0.0,0.0,18
continuous,4,WOOD_LOG_WEST_01,GUARDING,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.5, ""distance_m"": 4.0}]",0.0,0.0,22500.0,0.0,18
continuous,4,WOOD_LOG_EAST_01,NON_SPAWN,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.292893, ""distance_m"": 5.657}]",165502.51,0.0,0.0,0.0,18
continuous,4,WOOD_LOG_EAST_01,ACTIVE_SPAWNING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.292893, ""distance_m"": 5.657}]",0.0,48786.79,0.0,0.0,18
continuous,4,WOOD_LOG_EAST_01,GUARDING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.292893, ""distance_m"": 5.657}]",0.0,0.0,22928.93,0.0,18
continuous,4,DROP_OFF_RIDGE_01,NON_SPAWN,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}, {""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CONT"", ""reach"": 0.646447, ""distance_m"": 2.828}]",165680.22999999998,0.0,0.0,0.0,18
continuous,4,DROP_OFF_RIDGE_01,ACTIVE_SPAWNING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}, {""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CONT"", ""reach"": 0.646447, ""distance_m"": 2.828}]",0.0,55428.94,0.0,0.0,18
continuous,4,DROP_OFF_RIDGE_01,GUARDING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}, {""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CONT"", ""reach"": 0.646447, ""distance_m"": 2.828}]",0.0,0.0,23964.47,0.0,18
continuous,2,GRASS_WEST_01,NON_SPAWN,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",141250.0,0.0,0.0,0.0,12
continuous,2,GRASS_WEST_01,ACTIVE_SPAWNING,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",0.0,40000.0,0.0,0.0,12
continuous,2,GRASS_WEST_01,GUARDING,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",0.0,0.0,17500.0,0.0,12
continuous,2,GRASS_EDGE_WEST_01,NON_SPAWN,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}]",90000.0,0.0,0.0,0.0,6
continuous,2,GRASS_EDGE_WEST_01,ACTIVE_SPAWNING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,20000.0,0.0,0.0,6
continuous,2,GRASS_EDGE_WEST_01,GUARDING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,0.0,10000.0,0.0,6
continuous,2,WOOD_LOG_WEST_01,NON_SPAWN,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",131250.0,0.0,0.0,0.21052631578947367,12
continuous,2,WOOD_LOG_WEST_01,ACTIVE_SPAWNING,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",0.0,35000.0,0.0,0.3,12
continuous,2,WOOD_LOG_WEST_01,GUARDING,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",0.0,0.0,17500.0,0.2222222222222222,12
continuous,2,WOOD_LOG_EAST_01,NON_SPAWN,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}]",145000.0,0.0,0.0,0.12388035685984465,12
continuous,2,WOOD_LOG_EAST_01,ACTIVE_SPAWNING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,40000.0,0.0,0.18010592621486268,12
continuous,2,WOOD_LOG_EAST_01,GUARDING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,0.0,20000.0,0.1277394976564541,12
continuous,2,DROP_OFF_RIDGE_01,NON_SPAWN,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",107500.0,0.0,0.0,0.35115976118574915,12
continuous,2,DROP_OFF_RIDGE_01,ACTIVE_SPAWNING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",0.0,42500.0,0.0,0.23325252115591605,12
continuous,2,DROP_OFF_RIDGE_01,GUARDING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CONT"", ""reach"": 0.75, ""distance_m"": 2.0}]",0.0,0.0,17500.0,0.2697522624118122,12
