mode,k,fixture,snapshot,cell_id,contributors,ordinary,active_spawning,guard,relative_error,composition,ops
distance_band,8,P1_spawn_center,NON_SPAWN,19095:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",145000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,8,P1_spawn_center,ACTIVE_SPAWNING,19095:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,150000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,8,P1_spawn_center,GUARDING,19095:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,140000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,8,P2_spawn_edge_plus1,NON_SPAWN,19106:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 1.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",141000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,8,P2_spawn_edge_plus1,ACTIVE_SPAWNING,19106:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 1.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,130000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,8,P2_spawn_edge_plus1,GUARDING,19106:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 1.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,116000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,8,P3_spawn_3m,NON_SPAWN,19108:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 3.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",135000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,8,P3_spawn_3m,ACTIVE_SPAWNING,19108:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 3.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,100000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,8,P3_spawn_3m,GUARDING,19108:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 3.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,80000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,8,P4_spawn_7m,NON_SPAWN,19112:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 7.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",129000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,8,P4_spawn_7m,ACTIVE_SPAWNING,19112:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 7.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,70000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,8,P4_spawn_7m,GUARDING,19112:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 7.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,44000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,8,P5_grass_edge,NON_SPAWN,15670:0,"[{""source_id"": ""GRASS_17"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""GRASS_EDGE_18"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",270000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,8,P5_grass_edge,ACTIVE_SPAWNING,15670:0,"[{""source_id"": ""GRASS_17"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""GRASS_EDGE_18"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,80000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,8,P5_grass_edge,GUARDING,15670:0,"[{""source_id"": ""GRASS_17"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""GRASS_EDGE_18"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,30000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,4,P1_spawn_center,NON_SPAWN,19095:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",145000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,4,P1_spawn_center,ACTIVE_SPAWNING,19095:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,150000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,4,P1_spawn_center,GUARDING,19095:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,140000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,4,P2_spawn_edge_plus1,NON_SPAWN,19106:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 1.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",141000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,4,P2_spawn_edge_plus1,ACTIVE_SPAWNING,19106:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 1.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,130000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,4,P2_spawn_edge_plus1,GUARDING,19106:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 1.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,116000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,4,P3_spawn_3m,NON_SPAWN,19108:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 3.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",135000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,4,P3_spawn_3m,ACTIVE_SPAWNING,19108:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 3.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,100000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,4,P3_spawn_3m,GUARDING,19108:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 3.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,80000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,4,P4_spawn_7m,NON_SPAWN,19112:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 7.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",129000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,4,P4_spawn_7m,ACTIVE_SPAWNING,19112:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 7.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,70000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,4,P4_spawn_7m,GUARDING,19112:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 7.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,44000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,4,P5_grass_edge,NON_SPAWN,15670:0,"[{""source_id"": ""GRASS_17"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""GRASS_EDGE_18"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",270000.0,0.0,0.0,0.0,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",18
distance_band,4,P5_grass_edge,ACTIVE_SPAWNING,15670:0,"[{""source_id"": ""GRASS_17"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""GRASS_EDGE_18"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,80000.0,0.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",18
distance_band,4,P5_grass_edge,GUARDING,15670:0,"[{""source_id"": ""GRASS_17"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""GRASS_EDGE_18"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_22"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,30000.0,0.0,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",18
distance_band,2,P1_spawn_center,NON_SPAWN,19095:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",75000.0,0.0,0.0,0.4827586206896552,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",12
distance_band,2,P1_spawn_center,ACTIVE_SPAWNING,19095:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,120000.0,0.0,0.2,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",12
distance_band,2,P1_spawn_center,GUARDING,19095:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,130000.0,0.07142857142857142,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",12
distance_band,2,P2_spawn_edge_plus1,NON_SPAWN,19106:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 1.0}]",71000.0,0.0,0.0,0.49645390070921985,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",12
distance_band,2,P2_spawn_edge_plus1,ACTIVE_SPAWNING,19106:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 1.0}]",0.0,100000.0,0.0,0.23076923076923078,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",12
distance_band,2,P2_spawn_edge_plus1,GUARDING,19106:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 1.0}]",0.0,0.0,106000.0,0.08620689655172414,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",12
distance_band,2,P3_spawn_3m,NON_SPAWN,19108:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 3.0}]",65000.00000000001,0.0,0.0,0.5185185185185185,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",12
distance_band,2,P3_spawn_3m,ACTIVE_SPAWNING,19108:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 3.0}]",0.0,70000.0,0.0,0.3,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",12
distance_band,2,P3_spawn_3m,GUARDING,19108:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 3.0}]",0.0,0.0,70000.0,0.125,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",12
distance_band,2,P4_spawn_7m,NON_SPAWN,19112:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 7.0}]",59000.00000000001,0.0,0.0,0.5426356589147286,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",12
distance_band,2,P4_spawn_7m,ACTIVE_SPAWNING,19112:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 7.0}]",0.0,40000.0,0.0,0.42857142857142855,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",12
distance_band,2,P4_spawn_7m,GUARDING,19112:0,"[{""source_id"": ""DROP_01"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""SPAWN_BED_03"", ""source_type"": ""SPAWN_BED"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 7.0}]",0.0,0.0,34000.0,0.22727272727272727,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 1.0}",12
distance_band,2,P5_grass_edge,NON_SPAWN,15670:0,"[{""source_id"": ""GRASS_17"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""GRASS_EDGE_18"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",200000.0,0.0,0.0,0.25925925925925924,"{""ORDINARY_NORMAL"": 1.0, ""ACTIVE_SPAWNING"": 0.0, ""GUARD"": 0.0}",12
distance_band,2,P5_grass_edge,ACTIVE_SPAWNING,15670:0,"[{""source_id"": ""GRASS_17"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""GRASS_EDGE_18"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,50000.0,0.0,0.375,"{""ORDINARY_NORMAL"": 0.0, ""ACTIVE_SPAWNING"": 1.0, ""GUARD"": 0.0}",12
